Kind,MimeType,Id,Name,ItemId,CaratWeightVersion,Center_Stone_Shape,MetalColor
drive#file,image/jpeg,15PSBYIKdZaNlUi2PEtS8tYvhc3Ut0H3i,MRCEC2388Q_40__W.jpg,MRCEC2388Q,40,,W.jpg
drive#file,image/jpeg,15S1KnPY6mIk3y-kFHlBTeRwGHPa7nLEW,MRCEC2386Q_24__W.jpg,MRCEC2386Q,24,,W.jpg
drive#file,image/jpeg,153v21-Rl7ou5DG05JPl8x8VHnR_nfuBT,MRCEC2348Q_160__W.jpg,MRCEC2348Q,160,,W.jpg
drive#file,image/jpeg,15Ae2zTmPKoBM-RA1sREhMyMhDgpa6fGJ,MRCEC2334Q_41__W.jpg,MRCEC2334Q,41,,W.jpg
drive#file,image/jpeg,15GE7l8RbwliwB_Lrrwg2HOEpO50tqxwV,MRCEC2260Q_40__W.jpg,MRCEC2260Q,40,,W.jpg
drive#file,image/jpeg,15Is7XvUTM4WdGmHs7JO8tWCuOh3D1rdF,MRCEC2211Q_PL__W.jpg,MRCEC2211Q,PL,,W.jpg
drive#file,image/jpeg,15KW0a1t84b1zfhFWMObUFS62NbYCZOcA,MRCEC1560_PL__W.jpg,MRCEC1560,PL,,W.jpg
drive#file,image/jpeg,14NHMDFwWTmV8Nh5fP1Ir9ALeqeZcT2zX,MRCCU2920Q_30__W.jpg,MRCCU2920Q,30,,W.jpg
drive#file,image/jpeg,14QXASv58sEJXmQ-txhvF2Y4d_KHMrL7R,MRCCU2907Q_29__W.jpg,MRCCU2907Q,29,,W.jpg
drive#file,image/jpeg,14VZg8N-Rv-hw7rA9FGwmTImn1oaWoilz,MRCCU2823_32__W.jpg,MRCCU2823,32,,W.jpg
drive#file,image/jpeg,14Odg5QkOygmQRMPNBBeKYze45sBj7hk6,MRCCU2915Q_32__W.jpg,MRCCU2915Q,32,,W.jpg
drive#file,image/jpeg,14NV8y-8tYH6yWU-sf1hS9VyB-GHTRV5l,MRCCU2916L_PL__W.jpg,MRCCU2916L,PL,,W.jpg
drive#file,image/jpeg,15KKbbtWYOcQi9J7f0PzvIO_cmWqnc3KT,MRCEC2008Q_42__W.jpg,MRCEC2008Q,42,,W.jpg
drive#file,image/jpeg,159NHLRWKPZOKS9crX4Q_uhUQK96fgXTn,MRCEC2345Q_57__W.jpg,MRCEC2345Q,57,,W.jpg
drive#file,image/jpeg,1522exiIFbfmD4aL4nC43dQ_p4faiKbuh,MRCEC2349Q_60__W.jpg,MRCEC2349Q,60,,W.jpg
drive#file,image/jpeg,15SFrnXaizDdpdMiBlmYmRktiEe2P2tuz,MRCEC2355Q_39__W.jpg,MRCEC2355Q,39,,W.jpg
drive#file,image/jpeg,14rDNr9OFV0PrdcmZWrQBMH5kJNdANEvY,MRCCU2743_32__W.jpg,MRCCU2743,32,,W.jpg
drive#file,image/jpeg,14rPBqCQCFws3JSrGfypj_aIttS-02Xhv,MRCCU2616_PL__W.jpg,MRCCU2616,PL,,W.jpg
drive#file,image/jpeg,1511yJklvBDWGFa-VUks1BTiMaCbUX-NM,MRCCU2543_PL__W.jpg,MRCCU2543,PL,,W.jpg
drive#file,image/jpeg,1515seDEsMG8LbSblLvMdwjbGuFfGsKGP,MRCCU2540Q_05__W.jpg,MRCCU2540Q,05,,W.jpg
drive#file,image/jpeg,13yOFYfdIfBr7K0BYSOr9962uTs9o61w-,MRCCU2355Q_39__W.jpg,MRCCU2355Q,39,,W.jpg
drive#file,image/jpeg,1519SdlS68T-yRu9rlQcELurFA6WHvJtF,MRCCU2502Q___W.jpg,MRCCU2502Q,,,W.jpg
drive#file,image/jpeg,140CQ_9WZ2ZLwq6FGGw2Wj_dCfOh87YRg,MRCCU2348Q_160__W.jpg,MRCCU2348Q,160,,W.jpg
drive#file,image/jpeg,14zpeMfZCnOaOSc3f1aCiL_4pCl1qljVQ,MRCCU2544_11__W.jpg,MRCCU2544,11,,W.jpg
drive#file,image/jpeg,14xdPzVhcMBwREPJkSiJ_sRH1T48evpe-,MRCCU2569_12__W.jpg,MRCCU2569,12,,W.jpg
drive#file,image/jpeg,14aYs2VmJnRFrzq83zwWkCYO5pCWb89-9,MRCCU2815Q_25__W.jpg,MRCCU2815Q,25,,W.jpg
drive#file,image/jpeg,14540oOIWhPJVV1-_hS103BVkNRoBHmZy,MRCCU2336Q_41__W.jpg,MRCCU2336Q,41,,W.jpg
drive#file,image/jpeg,149CRU4DYuN9O4FfuSLZIL2vmwpv6z4ir,MRCCU2335Q_41__W.jpg,MRCCU2335Q,41,,W.jpg
